,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,artist rank,play.count,play.count.th
756,0.388,0.704,745653,0.942,0.0147,2,0.302,-5.115,0,0.171,131.69,4,0.584,1,Zombie,Fela Kuti,3,5980665,5980.665
862,0.107,0.645,591707,0.924,0.0266,10,0.0982,-7.697,0,0.0569,90.852,4,0.886,1,Water No Get Enemy - Edit,Fela Kuti,3,8325821,8325.821
758,0.00388,0.492,186867,0.797,0,11,0.466,-4.666,1,0.0388,79.513,4,0.533,0,Ultimate,Lindsay Lohan,2,5996073,5996.073
759,0.397,0.739,181714,0.665,0,1,0.0901,-6.075,0,0.441,139.87,4,0.357,1,T On the Wing,President T,2,6028871,6028.871
760,0.00613,0.473,169756,0.885,0.00023,5,0.219,-3.42,0,0.0454,149.698,4,0.278,0,Rose Horizon,Yellow Claw,4,6041250,6041.25
1250,0.131,0.522,210816,0.86,0.0209,10,0.122,-3.773,0,0.145,128.019,4,0.263,0,Open,Yellow Claw,4,28428238,28428.238
761,0.59,0.789,219129,0.698,0.802,7,0.11,-7.842,1,0.0304,120.961,4,0.713,1,Ultimate Painting,Ultimate Painting,2,6105517,6105.517
764,0.0638,0.7,224480,0.84,0.112,7,0.141,-6.227,0,0.0292,132.475,4,0.745,1,The Chase,Future Islands,3,6142313,6142.313
768,0.0696,0.512,287147,0.821,0.33,9,0.0998,-7.442,0,0.0334,149.988,4,0.396,1,Light House,Future Islands,3,6232704,6232.704
1096,0.000373,0.472,246427,0.855,0.93,0,0.887,-6.937,1,0.069,154.908,4,0.166,1,Balance,Future Islands,3,17305573,17305.573
765,0.58,0.599,245960,0.699,0.276,1,0.108,-7.588,0,0.1,120.927,4,0.312,0,Ohio - filous Remix,Damien Jurado,2,6164279,6164.279
766,0.855,0.515,378253,0.217,0.463,3,0.598,-13.382,0,0.0351,80.015,4,0.194,1,Words I Don't Remember,How To Dress Well,2,6171054,6171.054
772,0.00431,0.808,362282,0.916,0.598,10,0.0445,-4.54,1,0.0635,121.99,4,0.69,1,Chunky - Club Mix,Format:B,2,6359378,6359.378
775,0.273,0.784,266455,0.587,0.0107,9,0.356,-6.361,1,0.0422,107.999,4,0.85,0,Hideout,Parcels,2,6391414,6391.414
776,0.0646,0.587,203937,0.791,0,8,0.25,-6.313,0,0.0911,125.993,4,0.593,0,Where You Are (Reimagined),Hillsong Young & Free,2,6442440,6442.44
777,0.242,0.708,196000,0.441,0.000147,11,0.0899,-12.931,1,0.196,125.191,4,0.717,1,Tighten Up - Pt. 1,Archie Bell & The Drells,2,6467115,6467.115
778,0.0966,0.525,190227,0.657,0,1,0.119,-5.28,0,0.054,176.127,4,0.313,0,Reasons,Jillian Jacqueline,2,6484850,6484.85
779,0.994,0.206,336000,0.0347,0.828,1,0.131,-25.351,1,0.0431,67.584,4,0.0378,0,"Nocturne No.1 In B Flat Minor, Op.9 No.1",FrМ©dМ©ric Chopin,2,6507408,6507.408
780,0.174,0.544,181400,0.427,0.0248,9,0.133,-8.33,0,0.0298,139.939,4,0.189,1,Locket,Kilo Kish,2,6525486,6525.486
781,0.649,0.288,171620,0.394,0.712,7,0.145,-14.352,1,0.0399,151.632,3,0.0733,1,Here Comes The Night Time II,Arcade Fire,4,6529812,6529.812
1181,0.00731,0.567,343784,0.506,0.205,1,0.103,-8.742,1,0.0264,116.392,4,0.354,1,We Exist,Arcade Fire,4,23407652,23407.652
1434,0.0438,0.59,453949,0.721,0.0155,11,0.352,-8.32,0,0.0317,111.524,4,0.663,1,Reflektor,Arcade Fire,4,53076746,53076.746
782,0.99,0.148,175173,0.031,0.595,2,0.12,-25.756,0,0.0365,141.84,3,0.0638,1,"Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa",Nikolaus Harnoncourt,2,6531890,6531.89
783,0.00024,0.747,307680,0.74,0.369,1,0.0995,-4.134,1,0.0323,130.031,4,0.77,1,House of Jealous Lovers,The Rapture,2,6560861,6560.861
1097,0.000613,0.469,387640,0.823,0.000829,9,0.185,-3.948,0,0.0583,122.316,4,0.138,1,How Deep Is Your Love?,The Rapture,2,17324749,17324.749
784,0.00819,0.651,232227,0.645,0,1,0.0919,-6.741,1,0.223,96.394,4,0.668,0,Stay,Ne-Yo,5,6567631,6567.631
1191,0.304,0.654,222000,0.564,0,6,0.107,-7.186,1,0.235,86.948,4,0.458,0,When You're Mad,Ne-Yo,5,24157286,24157.286
1548,0.265,0.622,220853,0.503,0.000473,8,0.0596,-6.417,1,0.0433,93.984,4,0.6,0,Sexy Love,Ne-Yo,5,88818566,88818.566
1819,0.273,0.699,207187,0.592,0,6,0.202,-8.298,1,0.262,94.933,4,0.587,0,So Sick,Ne-Yo,5,304365024,304365.024
787,0.000479,0.695,218187,0.579,0,0,0.0556,-5.066,1,0.0325,88.957,4,0.731,0,Bring It All to Me,Blaque,3,6622150,6622.15
790,0.0639,0.742,256693,0.945,0.165,5,0.131,-6.445,1,0.0428,112.977,4,0.748,1,Uncle ACE,Blood Orange,4,6702111,6702.111
1027,0.0207,0.808,292373,0.41,0.364,9,0.0769,-12.428,1,0.0658,122.663,4,0.752,1,Champagne Coast,Blood Orange,4,14362039,14362.039
1309,0.189,0.74,261360,0.798,0.00128,0,0.305,-6.55,1,0.146,119.964,4,0.574,1,You're Not Good Enough,Blood Orange,4,33358839,33358.839
791,0.195,0.323,244867,0.118,0.694,5,0.241,-22.751,0,0.0449,79.554,4,0.0706,0,Sous le Ciel de Paris,Jacky Terrasson,3,6713046,6713.046
792,0.0256,0.559,210968,0.854,2.61E-06,11,0.294,-3.923,0,0.036,156.008,4,0.474,0,Limitless (feat. Sophie Rose),Sam F,3,6717149,6717.149
793,0.0833,0.852,237533,0.523,0,5,0.106,-6.716,0,0.032,130.154,4,0.648,1,Two Of Hearts,Stacey Q,3,6732347,6732.347
794,0.0765,0.675,205533,0.862,0.000609,8,0.364,-5.309,0,0.0501,124.982,4,0.819,1,Saltkin,Purity Ring,4,6733741,6733.741
1213,0.116,0.671,239613,0.73,0.000356,8,0.201,-6.773,1,0.0369,112.011,4,0.302,1,Lofticries,Purity Ring,4,25581618,25581.618
1265,0.195,0.605,209573,0.732,0.0135,6,0.246,-5.643,0,0.15,195.978,4,0.136,1,Obedear,Purity Ring,4,29305546,29305.546
1442,0.018,0.609,209760,0.798,8.68E-06,5,0.434,-4.448,0,0.0404,130.034,4,0.405,1,Fineshrine,Purity Ring,4,54719165,54719.165
798,0.268,0.763,322093,0.623,4.37E-06,2,0.0768,-6.128,1,0.179,115.032,4,0.369,1,Grindin‰ЫЄ My Whole Life,HS87,3,6850610,6850.61
799,0.000334,0.907,183581,0.616,0.425,6,0.11,-7.073,0,0.0577,124.036,4,0.614,1,Jack,Breach,3,6866884,6866.884
800,0.96,0.32,325400,0.156,0.904,2,0.0775,-12.258,1,0.033,159.618,3,0.0623,0,The Last Goodbye,Nicholas Payton,3,6875254,6875.254
801,0.00436,0.578,233182,0.909,0.00128,7,0.707,-3.672,1,0.105,87.983,4,0.518,0,Mind Tricks,Bassnectar,4,6910986,6910.986
809,0.0127,0.443,318750,0.645,0.952,6,0.122,-6.24,1,0.0515,128.044,4,0.138,1,Chasing Heaven,Bassnectar,4,7069087,7069.087
1232,0.00943,0.507,282273,0.934,0.0018,8,0.222,-2.325,0,0.188,175.954,4,0.472,1,Speakerbox (feat. Lafa Taylor),Bassnectar,4,26828952,26828.952
802,0.306,0.696,192000,0.795,7.72E-06,8,0.243,-4.892,0,0.187,126.186,4,0.16,0,White Label (Is This Love),Still Young,3,6911032,6911.032
803,0.859,0.456,243013,0.257,0.475,10,0.111,-16.877,0,0.0298,104.311,4,0.171,0,Leave Me Here,Triosence,3,6958511,6958.511
805,0.765,0.561,213786,0.896,0.685,2,0.124,-4.903,1,0.0528,86.808,4,0.654,1,Indian Food,Dumbo Gets Mad,3,6967842,6967.842
807,0.986,0.371,66762,0.0295,0.937,10,0.125,-22.038,0,0.0335,82.313,3,0.276,0,I'm a Fool to Want You,Passport Quartet,3,7053116,7053.116
810,0.967,0.296,340507,0.0709,0.804,3,0.105,-14.832,0,0.0312,95.028,4,0.066,0,So Lovely,Ben Wolfe,3,7075985,7075.985
811,0.988,0.479,440133,0.146,0.692,7,0.103,-14.319,1,0.0351,111.643,3,0.0728,0,I Got It Bad,Enrico Pieranunzi,3,7076618,7076.618
924,0.935,0.428,285601,0.187,0.853,10,0.103,-21.001,1,0.0375,108.962,4,0.171,0,Romance / Hommage МК Milhaud,Enrico Pieranunzi,3,10388138,10388.138
812,0.929,0.55,484627,0.249,0.828,5,0.258,-15.919,0,0.0325,121.37,4,0.296,0,I'm Glad There Is You,Bill Mobley,3,7082314,7082.314
813,0.0316,0.591,185171,0.881,0.00203,6,0.303,-4.073,0,0.0614,128.076,4,0.16,0,Can't Take It,Breathe Carolina,3,7085817,7085.817
815,0.139,0.701,261120,0.822,0.0526,6,0.0726,-6.13,1,0.0366,129.03,4,0.739,1,Vowels = space and time,Grimes,4,7116300,7116.3
949,0.263,0.736,260413,0.58,0.663,5,0.101,-9.643,0,0.0485,140.04,4,0.144,1,Be A Body,Grimes,4,11317653,11317.653
1223,0.0107,0.621,240760,0.796,0.187,8,0.0719,-6.179,0,0.0327,140.012,4,0.288,1,Go,Grimes,4,26186505,26186.505
1283,0.00744,0.578,246007,0.947,0.0816,11,0.105,-2.431,0,0.036,134.034,4,0.452,1,Kill V. Maim,Grimes,4,31299516,31299.516
1405,0.115,0.697,251267,0.529,0.901,2,0.0895,-8.838,1,0.0338,155.974,4,0.483,1,Oblivion,Grimes,4,48439538,48439.538
1475,0.0764,0.611,255320,0.677,0.0698,10,0.241,-6.745,0,0.034,166.04,4,0.233,1,Genesis,Grimes,4,63859203,63859.203
816,0.344,0.69,237040,0.737,0,1,0.243,-4.123,1,0.0363,115.02,4,0.821,1,I Blame Myself,Sky Ferreira,3,7134968,7134.968
1012,0.00207,0.468,235920,0.971,0.00329,1,0.146,-3.382,0,0.0609,92.003,4,0.814,1,You‰ЫЄre Not The One,Sky Ferreira,3,13265089,13265.089
818,0.0267,0.821,632693,0.793,1.37E-05,6,0.0751,-9.003,0,0.0391,116.009,4,0.91,1,Get Lucky - Daft Punk Remix,Daft Punk,5,7217414,7217.414
1746,0.0378,0.81,369627,0.793,1.82E-06,6,0.072,-9.404,0,0.0403,116.049,4,0.86,1,Get Lucky,Daft Punk,5,209454062,209454.062
1876,0.0426,0.794,248413,0.811,1.07E-06,6,0.101,-8.966,0,0.038,116.047,4,0.865,1,Get Lucky - Radio Edit,Daft Punk,5,421976093,421976.093
820,0.0301,0.583,224092,0.891,3.25E-06,7,0.129,-3.495,1,0.447,149.843,4,0.321,0,Without U,Steve Aoki,3,7251901,7251.901
822,0.0897,0.499,195000,0.94,7.28E-05,0,0.109,-2.741,1,0.0332,112.02,4,0.451,0,Back to You,WILD,3,7357250,7357.25
824,0.0491,0.703,194147,0.464,0,6,0.146,-5.977,0,0.118,95.012,4,0.689,1,Your Love,Mick Jenkins,3,7393028,7393.028
825,0.87,0.446,492080,0.242,0.497,8,0.105,-14.152,1,0.0368,126.681,4,0.176,0,Count Your Blessings,Seamus Blake,3,7413037,7413.037
826,0.95,0.34,305427,0.237,0.927,8,0.14,-14.901,1,0.0302,162.892,4,0.0728,0,Mommy's Shawl,Yelena Eckemoff,3,7467858,7467.858
828,0.912,0.361,277973,0.236,7.79E-05,6,0.0831,-7.781,1,0.0315,147.309,3,0.184,0,Clean,Natalie Grant,3,7582820,7582.82
1092,0.105,0.528,216400,0.59,0,6,0.104,-6.682,1,0.0352,118.031,4,0.113,0,King Of The World,Natalie Grant,3,17213472,17213.472
829,0.00481,0.475,224973,0.838,0,1,0.304,-2.948,0,0.0666,127.921,4,0.236,0,Run Wild - Alternative Edit Mix Cut,Hardwell,3,7601336,7601.336
830,0.444,0.654,165432,0.794,0,1,0.127,-4.307,1,0.322,96.973,4,0.464,1,Strictly 4 My Jeeps,Action Bronson,3,7604932,7604.932
1134,0.0339,0.422,259301,0.851,0,11,0.152,-4.031,1,0.0398,93.649,4,0.667,1,Easy Rider,Action Bronson,3,20484235,20484.235
831,0.654,0.176,414747,0.479,0.591,7,0.13,-7.471,0,0.0282,100.831,4,0.0622,0,Skrillex Orchestral Suite By Varien - Bonus Track,Skrillex,5,7638518,7638.518
1059,0.0106,0.633,245053,0.926,0.54,11,0.133,-4.749,0,0.0971,140.037,4,0.493,0,Right On Time,Skrillex,5,15932510,15932.51
1082,0.00129,0.823,207293,0.815,0.0494,11,0.599,-3.947,1,0.134,125.989,4,0.473,0,Chicken Soup,Skrillex,5,16723673,16723.673
1271,0.00075,0.616,292907,0.946,0.0777,1,0.355,-2.876,1,0.0687,127.992,4,0.332,0,The Devil's Den,Skrillex,5,29853109,29853.109
1315,0.00631,0.636,180400,0.802,4.14E-05,2,0.059,-2.168,1,0.167,139.815,4,0.334,0,Right In,Skrillex,5,33730360,33730.36
1355,0.0049,0.596,301987,0.921,0.00019,11,0.536,-2.5,0,0.074,139.969,4,0.232,0,Breakn' A Sweat,Skrillex,5,39758814,39758.814
1528,0.0012,0.605,200787,0.92,0.000596,4,0.483,-2.298,0,0.0713,174.974,4,0.22,0,Kyoto (feat. Sirah),Skrillex,5,81283271,81283.271
1804,0.0145,0.716,215253,0.972,3.22E-05,7,0.317,-2.302,1,0.196,110.026,4,0.566,0,Bangarang (feat. Sirah),Skrillex,5,283168184,283168.184
832,0.783,0.596,196627,0.639,0.569,0,0.331,-6.546,1,0.03,124.012,4,0.197,1,Sabali,Amadou & Mariam,3,7646825,7646.825
835,0.958,0.4,364627,0.144,0.878,10,0.119,-15.52,1,0.037,120.329,4,0.154,0,Soul in Twilight,John Moulder,3,7679035,7679.035
836,0.973,0.478,388040,0.0757,0.939,5,0.108,-20.847,1,0.0505,76.952,4,0.235,0,For Wee Folks,Joey Alexander,3,7692457,7692.457
837,0.00189,0.554,252140,0.749,0.39,10,0.124,-7.365,1,0.0266,168.045,4,0.824,1,Had Ten Dollaz,Cherry Glazerr,3,7707863,7707.863
838,6.04E-05,0.505,219763,0.985,1.02E-05,5,0.351,-4.401,1,0.119,119.993,4,0.267,0,Go Down in History,Four Year Strong,3,7725394,7725.394
840,0.974,0.385,182653,0.0562,0.532,11,0.107,-14.812,1,0.0415,116.666,4,0.186,0,Ballad for MC,Grace Kelly,3,7767475,7767.475
842,0.00164,0.703,346930,0.684,0.000378,8,0.0744,-6.532,1,0.0778,126.027,4,0.222,0,"Wild One Two - feat. David Guetta, Nicky Romero & Sia",Jack Back,3,7865850,7865.85
843,0.613,0.698,230200,0.878,1.61E-05,8,0.518,-0.307,1,0.314,182.126,4,0.816,1,GodLovesUgly,Atmosphere,4,7929184,7929.184
1210,0.524,0.849,203720,0.531,0,7,0.0693,-5.534,1,0.258,91.927,4,0.771,0,Yesterday,Atmosphere,4,25389377,25389.377
844,7.59E-05,0.597,343878,0.839,0.825,7,0.55,-6.964,1,0.0377,108.993,4,0.199,1,Viol - Original Mix,Gesaffelstein,3,7933100,7933.1
845,0.0234,0.688,219618,0.457,0,7,0.127,-9.86,1,0.0338,109.278,4,0.645,1,Can't Seem To Make You Mine,Sky Saxon & The Seeds,3,7945984,7945.984
846,0.00173,0.548,226172,0.811,3.56E-05,11,0.323,-3.985,1,0.0475,155.08,4,0.411,0,Fuck It All Up (feat. JVZEL),DOLF,3,7952811,7952.811
848,1.69E-05,0.329,135653,0.993,0.641,6,0.342,-3.416,1,0.0969,116.461,4,0.372,0,Unanswered,Suicide Silence,3,8002516,8002.516
849,0.0185,0.609,377893,0.664,0.0195,7,0.105,-9.116,0,0.0472,105.976,4,0.0944,1,Too Bad I Have To Destroy You Now,Kid Cudi,4,8014393,8014.393
1294,0.0599,0.756,257053,0.853,0.000562,9,0.115,-5.92,0,0.0525,100.004,4,0.426,1,By Design,Kid Cudi,4,32550653,32550.653
851,0.0877,0.894,182182,0.892,0.00167,1,0.0528,-2.663,1,0.131,110.041,4,0.867,0,Candy,Dillon Francis,3,8164800,8164.8
852,4.24E-05,0.396,257120,0.912,0.631,7,0.124,-4.026,0,0.0856,125.923,4,0.146,0,Shock Me,Baroness,3,8167211,8167.211
853,0.128,0.313,286960,0.77,0.0787,7,0.0873,-7.265,1,0.0335,74.749,4,0.186,1,Wishes,Beach House,4,8189501,8189.501
916,0.0537,0.648,322760,0.547,0.0439,5,0.0826,-6.547,1,0.0245,141.378,4,0.851,1,Walk In The Park,Beach House,4,10120926,10120.926
1158,0.604,0.494,199413,0.338,0.51,5,0.0922,-15.236,1,0.0261,86.468,4,0.23,1,Master Of None,Beach House,4,22067759,22067.759
1196,0.0106,0.346,301867,0.808,0.685,11,0.247,-5.791,0,0.0302,219.331,4,0.711,1,Lazuli,Beach House,4,24596707,24596.707
1436,0.0369,0.448,258653,0.733,0.0425,3,0.169,-6.238,1,0.0292,142.008,4,0.404,1,Myth,Beach House,4,53303252,53303.252
855,0.00525,0.555,263213,0.612,0,4,0.346,-7.841,0,0.0353,100.036,4,0.319,1,Cry Like A Ghost,Passion Pit,3,8203246,8203.246
945,0.0101,0.569,305680,0.857,0.0145,7,0.141,-5.571,1,0.0337,104.981,4,0.291,1,"It's Not My Fault, I'm Happy",Passion Pit,3,11142501,11142.501
857,0.94,0.317,234373,0.0302,0.298,1,0.0792,-30.447,1,0.0342,47.859,4,0.155,0,"I Was So Young, and You Were So Beautiful",Bill Charlap,4,8241774,8241.774
1291,0.761,0.383,447280,0.131,0.194,7,0.0973,-17.764,1,0.033,98.606,4,0.0999,0,The Nearness Of You,Bill Charlap,4,32328091,32328.091
858,0.0643,0.519,217800,0.907,0,4,0.264,-3.918,1,0.0444,147.957,4,0.603,0,Rise,Danny Gokey,3,8272647,8272.647
860,0.992,0.447,1004627,0.163,0.776,8,0.654,-14.835,1,0.0707,74.933,3,0.19,0,The Nearness of You,Joshua Redman,3,8284041,8284.041
925,0.937,0.428,240093,0.3,0.658,0,0.168,-8.885,1,0.034,122.667,5,0.221,0,The Folks Who Live on the Hill,Joshua Redman,3,10407271,10407.271
863,0.285,0.88,151987,0.697,7.66E-05,4,0.0889,-8.468,0,0.328,129.989,4,0.761,1,Plottin,J HUS,3,8327540,8327.54
864,0.178,0.501,202839,0.683,2.70E-06,1,0.385,-4.261,0,0.0651,154.901,4,0.307,0,Scared To Be Lonely (Conro Remix),Martin Garrix,5,8392663,8392.663
1145,0.0126,0.604,200625,0.796,0,1,0.106,-2.416,0,0.0597,127.991,4,0.209,0,Scared To Be Lonely (Brooks Remix),Martin Garrix,5,21329461,21329.461
1354,0.00429,0.502,248447,0.756,0.769,7,0.377,-6.118,0,0.0363,128.125,4,0.0605,0,Poison,Martin Garrix,5,39735118,39735.118
1419,0.0732,0.509,221274,0.729,2.73E-05,1,0.233,-4.773,1,0.0343,127.871,4,0.185,0,Together,Martin Garrix,5,50561625,50561.625
1933,0.0895,0.584,220883,0.54,0,1,0.261,-7.786,0,0.0576,137.972,4,0.19,0,Scared to Be Lonely,Martin Garrix,5,725488176,725488.176
865,0.0669,0.832,187585,0.854,0,2,0.0802,-4.92,1,0.296,136.213,4,0.583,1,I Win,Lethal Bizzle,3,8419005,8419.005
866,0.391,0.702,311892,0.495,0.8,0,0.112,-11.645,0,0.0493,78.507,4,0.292,1,Motherless Child,Romare,3,8449897,8449.897
867,0.941,0.349,176297,0.227,0.819,6,0.109,-12.298,1,0.031,100.449,4,0.15,0,Jackie Gets Out,Terence Blanchard,3,8486925,8486.925
870,0.487,0.559,111270,0.633,0,7,0.164,-3.265,1,0.0329,72.496,4,0.842,1,He's So Fine - 2000 Digital Remaster,The Chiffons,4,8718181,8718.181
1221,0.488,0.251,126827,0.868,7.34E-06,1,0.818,-2.685,1,0.128,177.125,4,0.587,1,One Fine Day,The Chiffons,4,25953502,25953.502
871,0.0829,0.722,192026,0.619,0,9,0.0533,-8.324,0,0.352,140.031,4,0.606,1,Females Welcomed (feat. Reija Lee),Trinidad James,4,8755618,8755.618
1207,0.078,0.54,187847,0.77,0,7,0.0846,-7.748,1,0.354,99.882,4,0.62,1,All Gold Everything,Trinidad James,4,25348057,25348.057
873,0.0193,0.413,216771,0.676,0,6,0.1,-7.639,0,0.241,71.607,4,0.601,1,Pony,Pretty Sister,3,8784875,8784.875
874,0.922,0.535,297653,0.107,0.649,10,0.105,-18.989,0,0.0323,102.186,4,0.159,0,"Vid FrМ¦sМ¦ kyrka (At FrМ¦sМ¦ Church) - From FrМ¦sМ¦blomster (FrМ¦sМ¦ Flowers) (arr. J. Ekberg, P.V. Johansson and L. Simonsson)",Trio X of Sweden,3,8804002,8804.002
875,0.0171,0.47,251350,0.863,0.143,6,0.096,-6.52,0,0.0461,170.137,4,0.335,0,Front to Back,Buku,3,8869654,8869.654
876,0.304,0.75,229588,0.835,0,4,0.165,-7.882,1,0.152,127.026,4,0.504,1,Eleven 11: / 11,Rob Curly,3,8896948,8896.948
878,0.0437,0.637,208493,0.846,0,1,0.105,-3.663,1,0.0346,103.119,4,0.596,0,Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,3,8973851,8973.851
879,0.0316,0.68,211853,0.725,1.81E-05,6,0.112,-3.92,1,0.0611,140.048,4,0.26,0,Faded - Slushii Remix,Alan Walker,5,9044302,9044.302
1956,0.0291,0.589,212627,0.651,3.20E-06,6,0.111,-5.097,1,0.0306,90.011,4,0.161,0,Faded,Alan Walker,5,1086552258,1086552.258
880,0.35,0.794,187400,0.801,0,0,0.0799,-6.433,1,0.271,147.072,4,0.73,1,Luke Cage,AJ Tracey,3,9119293,9119.293
881,0.0362,0.67,585000,0.792,0.881,7,0.101,-8.211,1,0.0465,128.018,3,0.0348,0,Polaris,deadmau5,4,9154900,9154.9
1512,8.45E-05,0.649,214042,0.706,0.831,8,0.163,-7.209,0,0.031,128.032,4,0.0744,0,Strobe - Radio Edit,deadmau5,4,75619770,75619.77
882,0.106,0.653,184538,0.781,0.568,0,0.596,-7.433,1,0.0376,101.029,4,0.49,1,Accelerate,Jungle,3,9167584,9167.584
940,0.464,0.655,190330,0.704,0.877,0,0.134,-10.341,0,0.0413,99.96,4,0.696,1,Platoon,Jungle,3,10936727,10936.727
883,0.0144,0.529,179200,0.739,0.000255,9,0.39,-5.356,0,0.0543,149.915,4,0.403,0,"Afraid, Unafraid",SLUMBERJACK,3,9195583,9195.583
886,0.2,0.739,556924,0.848,0.824,1,0.111,-4.598,0,0.0332,125.02,4,0.782,1,Let It Happen - Soulwax Remix,Tame Impala,5,9223784,9223.784
1065,0.274,0.683,266173,0.776,0.0748,0,0.0885,-7.029,1,0.0754,126.18,4,0.667,1,Half Full Glass of Wine,Tame Impala,5,16193345,16193.345
1468,0.000239,0.329,255413,0.814,0.0944,7,0.0936,-6.005,1,0.0674,120.462,4,0.403,1,The Moment,Tame Impala,5,62674357,62674.357
1676,0.00488,0.601,467587,0.873,0.0365,1,0.113,-5.866,0,0.0448,124.997,4,0.566,1,Let It Happen,Tame Impala,5,151373183,151373.183
1678,0.028,0.291,192960,0.901,0.627,2,0.116,-2.327,0,0.0563,150.052,4,0.511,1,Feels Like We Only Go Backwards,Tame Impala,5,153066156,153066.156
888,0.96,0.508,250533,0.325,0.00259,2,0.188,-11.627,1,0.037,92.187,4,0.271,1,Baby,Donnie & Joe Emerson,3,9314106,9314.106
890,0.0332,0.749,267800,0.802,0.0499,7,0.611,-6.159,0,0.0471,106.077,4,0.824,1,Flashlight,Parliament,3,9405704,9405.704
893,0.949,0.386,567920,0.148,0.792,0,0.0665,-18.921,0,0.0367,94.88,4,0.128,0,The Peacocks,Anthony Wonsey Trio,3,9464103,9464.103
895,0.282,0.369,187549,0.801,0,1,0.266,-5.302,1,0.384,128.09,4,0.311,0,Close,IZECOLD,3,9559770,9559.77
896,0.0024,0.547,228040,0.511,1.24E-06,11,0.109,-5.802,1,0.0294,143.968,4,0.179,0,To Live Is Christ,Sidewalk Prophets,3,9561668,9561.668
898,0.986,0.388,232046,0.0354,0.956,7,0.178,-25.766,1,0.0421,143.514,4,0.192,0,Almas vaggvisa,Jan Lundgren Trio,3,9593540,9593.54
899,0.127,0.474,271822,0.837,0.0197,5,0.169,-6.503,1,0.0514,165.844,4,0.243,1,Nissim,The Gaslamp Killer,3,9620572,9620.572
901,0.914,0.425,176272,0.136,0.921,11,0.127,-17.382,1,0.0293,168.527,3,0.227,0,The Sweetest Nighlife,Ellie & The Bunch,3,9651378,9651.378
902,0.806,0.35,254925,0.347,4.37E-06,4,0.102,-6.154,1,0.0318,146.661,4,0.241,0,I Don't Love You,Urban Zakapa,3,9662684,9662.684
903,0.847,0.661,128053,0.76,0.334,9,0.137,-9.509,1,0.0918,111.165,4,0.975,1,I'm Walkin' - 2002 Digital Remaster,Fats Domino,3,9719970,9719.97
904,0.00593,0.609,207301,0.641,0.585,8,0.105,-5.309,1,0.0266,84.957,4,0.0844,1,Bitch,Allie X,3,9721975,9721.975
906,0.0353,0.576,254262,0.686,6.68E-05,3,0.114,-6.032,1,0.0554,153.901,4,0.599,0,The Gospel,Ryan Stevenson,3,9780407,9780.407
1084,0.196,0.305,331613,0.726,0,9,0.464,-6.375,1,0.061,82.673,4,0.547,0,Eye of the Storm (feat. Gabe Real),Ryan Stevenson,3,16883175,16883.175
907,0.0711,0.719,313580,0.737,0.00285,2,0.304,-5.219,1,0.032,127.991,4,0.356,0,Borrowed Lives (feat. NVDES),Pierce Fulton,3,9813864,9813.864
908,0.0452,0.746,238146,0.416,7.77E-05,11,0.12,-6.607,1,0.0482,132.036,4,0.216,1,Rewind,Kelela,3,9820632,9820.632
909,0.0024,0.54,201290,0.933,0.954,2,0.371,-6.784,1,0.0364,123.988,4,0.23,0,Yebisah,Mark Knight,3,9825832,9825.832
910,0.0271,0.48,164467,0.891,3.24E-06,2,0.185,-5.001,1,0.0332,123.961,4,0.646,0,Into Your Arms,The Lemonheads,3,9866787,9866.787
912,0.827,0.458,482187,0.217,0.805,5,0.194,-16.582,1,0.0328,107.506,4,0.125,0,Old Folks,Xavier Davis,3,9922521,9922.521
913,0.886,0.466,255107,0.0753,0.927,0,0.0984,-18.864,1,0.0297,87.791,4,0.0877,0,Gramercy Sunset,The Hot Sardines,3,10005301,10005.301
914,0.0682,0.557,293910,0.608,0.0263,5,0.196,-7.657,0,0.0862,109.67,4,0.211,1,Papi Pacify,FKA twigs,3,10028098,10028.098
915,0.854,0.46,278071,0.141,0.885,9,0.11,-14.994,1,0.0314,168.807,3,0.16,0,All I See is Us,Sassy Players,3,10054917,10054.917
917,0.748,0.52,341667,0.0748,0.633,8,0.102,-24.477,1,0.0497,107.327,4,0.134,0,The Man I Love,Marcus Roberts,3,10155005,10155.005
918,0.148,0.327,275286,0.654,0.00442,6,0.0939,-6.258,0,0.0364,102.532,3,0.262,1,Sleeping Ute,Grizzly Bear,3,10161619,10161.619
920,0.809,0.833,186567,0.684,0,7,0.0952,-6.325,1,0.043,112.7,4,0.954,1,Oogum Boogum Song,Brenton Wood,3,10238234,10238.234
921,0.0901,0.635,225400,0.977,2.61E-06,5,0.241,-3.213,0,0.0588,111.955,4,0.431,0,God Is a DJ,P!nk,3,10252761,10252.761
922,0.0108,0.534,235733,0.862,0,1,0.104,-4.282,1,0.0486,104.012,4,0.435,0,Battles,The Afters,3,10293177,10293.177
923,0.74,0.637,233000,0.659,0,3,0.227,-6.964,1,0.0409,102.029,4,0.531,0,Best Friend,Jason Chen,3,10347673,10347.673
926,0.314,0.713,195429,0.611,0,1,0.117,-6.702,0,0.241,140.061,4,0.783,1,Bouncin,Chief Keef,5,10421311,10421.311
